period,asset_group,metric_name,metric_value,unit,observation_count,evidence_class,interpretation_note
2025-09,Growth,percentile_25,-1.094359,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,percentile_75,0.906241,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,positive_period_probability,40.909091,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,negative_period_probability,59.090909,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,annualized_volatility,24.97943,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,downside_volatility,9.399705,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,drawdown_frequency,86.363636,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,maximum_drawdown,-5.111148,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Growth,average_absolute_correlation,0.431697,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,mean_return,0.209849,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,median_return,0.096771,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,standard_deviation,0.494185,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,variance,0.244218,percent_squared,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,minimum_return,-0.527717,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,maximum_return,1.643253,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,percentile_25,-0.120215,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,percentile_75,0.499354,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,positive_period_probability,63.636364,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,negative_period_probability,36.363636,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,annualized_volatility,7.844938,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,downside_volatility,2.295554,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,drawdown_frequency,50.0,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,maximum_drawdown,-1.150519,percent,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-09,Income,average_absolute_correlation,0.290106,coefficient,22,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,mean_return,-0.3248,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,median_return,-0.093203,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,standard_deviation,0.780741,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,variance,0.609557,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,minimum_return,-2.118036,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,maximum_return,0.818376,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,percentile_25,-1.013336,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,percentile_75,0.278851,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,positive_period_probability,43.478261,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,negative_period_probability,56.521739,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,annualized_volatility,12.393883,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,downside_volatility,8.927728,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,drawdown_frequency,86.956522,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,maximum_drawdown,-8.902434,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Defensive,average_absolute_correlation,0.584714,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,mean_return,-0.217774,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,median_return,-0.065793,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,standard_deviation,0.574197,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,variance,0.329702,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,minimum_return,-1.306077,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,maximum_return,0.868802,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,percentile_25,-0.643376,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,percentile_75,0.087327,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,positive_period_probability,39.130435,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,negative_period_probability,60.869565,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,annualized_volatility,9.115091,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,downside_volatility,6.771819,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,drawdown_frequency,78.26087,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,maximum_drawdown,-4.989156,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Diversifier,average_absolute_correlation,0.400952,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,mean_return,0.013829,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,median_return,-0.125604,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,standard_deviation,1.471215,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,variance,2.164474,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,minimum_return,-2.988213,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,maximum_return,2.706147,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,percentile_25,-1.184414,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,percentile_75,1.168537,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,positive_period_probability,47.826087,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,negative_period_probability,52.173913,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,annualized_volatility,23.354819,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,downside_volatility,13.121137,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,drawdown_frequency,73.913043,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,maximum_drawdown,-7.143224,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Growth,average_absolute_correlation,0.505239,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,mean_return,-0.199356,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,median_return,-0.101666,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,standard_deviation,0.568143,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,variance,0.322786,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,minimum_return,-1.285673,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,maximum_return,0.755369,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,percentile_25,-0.734856,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,percentile_75,0.190146,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,positive_period_probability,43.478261,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,negative_period_probability,56.521739,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,annualized_volatility,9.018986,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,downside_volatility,5.792186,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,drawdown_frequency,82.608696,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,maximum_drawdown,-5.093508,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-10,Income,average_absolute_correlation,0.57982,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,mean_return,-0.063628,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,median_return,-0.154842,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,standard_deviation,0.770126,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,variance,0.593094,percent_squared,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,minimum_return,-2.234464,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,maximum_return,1.39349,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,percentile_25,-0.404785,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,percentile_75,0.503751,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,positive_period_probability,40.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,negative_period_probability,60.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,annualized_volatility,12.225372,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,downside_volatility,9.183686,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,drawdown_frequency,90.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,maximum_drawdown,-3.123846,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Defensive,average_absolute_correlation,0.360117,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,mean_return,0.223651,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,median_return,0.211009,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,standard_deviation,0.557925,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,variance,0.311281,percent_squared,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,minimum_return,-0.971185,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,maximum_return,1.286033,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,percentile_25,-0.018863,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,percentile_75,0.640987,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,positive_period_probability,70.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,negative_period_probability,30.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,annualized_volatility,8.856788,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,downside_volatility,5.653556,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,drawdown_frequency,35.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,maximum_drawdown,-1.487038,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Diversifier,average_absolute_correlation,0.229226,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,mean_return,0.215084,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,median_return,0.401388,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,standard_deviation,1.272787,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,variance,1.619986,percent_squared,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,minimum_return,-2.682008,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,maximum_return,1.791094,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,percentile_25,-0.644832,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,percentile_75,1.14734,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,positive_period_probability,70.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,negative_period_probability,30.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,annualized_volatility,20.204863,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,downside_volatility,13.812869,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,drawdown_frequency,60.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,maximum_drawdown,-3.800842,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Growth,average_absolute_correlation,0.371181,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,mean_return,-0.038222,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,median_return,0.00881,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,standard_deviation,0.466053,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,variance,0.217205,percent_squared,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,minimum_return,-0.890293,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,maximum_return,0.802857,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,percentile_25,-0.356634,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,percentile_75,0.293135,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,positive_period_probability,50.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,negative_period_probability,50.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,annualized_volatility,7.398363,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,downside_volatility,4.593401,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,drawdown_frequency,70.0,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,maximum_drawdown,-2.294706,percent,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-11,Income,average_absolute_correlation,0.190044,coefficient,20,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,mean_return,-0.159627,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,median_return,-0.269631,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,standard_deviation,0.777781,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,variance,0.604943,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,minimum_return,-1.586981,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,maximum_return,1.615072,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,percentile_25,-0.61447,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,percentile_75,0.402341,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,positive_period_probability,34.782609,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,negative_period_probability,65.217391,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,annualized_volatility,12.346889,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,downside_volatility,7.213709,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,drawdown_frequency,91.304348,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,maximum_drawdown,-4.222074,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Defensive,average_absolute_correlation,0.412849,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,mean_return,-0.067467,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,median_return,-0.123115,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,standard_deviation,0.774299,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,variance,0.599538,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,minimum_return,-1.33321,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,maximum_return,1.273354,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,percentile_25,-0.715278,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,percentile_75,0.602095,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,positive_period_probability,43.478261,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,negative_period_probability,56.521739,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,annualized_volatility,12.29161,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,downside_volatility,6.722026,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,drawdown_frequency,91.304348,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,maximum_drawdown,-2.838676,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Diversifier,average_absolute_correlation,0.183522,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,mean_return,-0.182509,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,median_return,-0.007973,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,standard_deviation,1.513851,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,variance,2.291746,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,minimum_return,-3.448344,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,maximum_return,3.523855,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,percentile_25,-0.761663,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,percentile_75,0.49614,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,positive_period_probability,47.826087,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,negative_period_probability,52.173913,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,annualized_volatility,24.031646,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,downside_volatility,18.657444,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,drawdown_frequency,86.956522,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,maximum_drawdown,-5.950659,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Growth,average_absolute_correlation,0.478362,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,mean_return,-0.080392,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,median_return,-0.251215,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,standard_deviation,0.686972,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,variance,0.471931,percent_squared,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,minimum_return,-1.926938,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,maximum_return,1.189498,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,percentile_25,-0.495316,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,percentile_75,0.456014,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,positive_period_probability,39.130435,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,negative_period_probability,60.869565,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,annualized_volatility,10.905349,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,downside_volatility,7.19354,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,drawdown_frequency,78.26087,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,maximum_drawdown,-4.122838,percent,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
2025-12,Income,average_absolute_correlation,0.427101,coefficient,23,synthetic,Descriptive synthetic result; compare with other groups and periods.
