period,asset_group,cue_family_code,cue_family_name,decision_label,intensity_band,filter_gate_result,evaluation_type,evidence_class,status,observation_count
2025-11,Diversifier,B,Fast confirmation,Hold,1/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,B,Fast confirmation,Wait Buy,1/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,B,Fast confirmation,Wait Sell,1/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,C,Consistency cross-check,Hold,3/3,hold,scenario,synthetic,complete,1
2025-11,Diversifier,C,Consistency cross-check,Sell,3/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,C,Consistency cross-check,Warning Short,3/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,D,Distance warning band,Hold,1/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,D,Distance warning band,Wait Buy,1/3,hold,scenario,synthetic,complete,1
2025-11,Diversifier,D,Distance warning band,Warning Short,1/3,hold,scenario,synthetic,complete,1
2025-11,Diversifier,E,Multi-horizon context,Buy,3/3,pass,scenario,synthetic,complete,1
2025-11,Diversifier,E,Multi-horizon context,Hold,2/3,hold,scenario,synthetic,complete,1
2025-11,Diversifier,E,Multi-horizon context,Wait Sell,2/3,hold,scenario,synthetic,complete,1
2025-11,Growth,A,Short-cycle structure,Hold,2/3,hold,scenario,synthetic,complete,1
2025-11,Growth,A,Short-cycle structure,Hold,3/3,pass,scenario,synthetic,complete,1
2025-11,Growth,A,Short-cycle structure,Warning Short,1/3,hold,scenario,synthetic,complete,1
2025-11,Growth,B,Fast confirmation,Hold,2/3,fail,scenario,synthetic,complete,1
2025-11,Growth,B,Fast confirmation,Hold,2/3,pass,scenario,synthetic,complete,1
2025-11,Growth,B,Fast confirmation,Wait Sell,2/3,pass,scenario,synthetic,complete,1
2025-11,Growth,C,Consistency cross-check,Buy,2/3,pass,scenario,synthetic,complete,1
2025-11,Growth,C,Consistency cross-check,Sell,3/3,pass,scenario,synthetic,complete,1
2025-11,Growth,C,Consistency cross-check,Wait Sell,3/3,pass,scenario,synthetic,complete,1
2025-11,Growth,D,Distance warning band,Hold,2/3,pass,scenario,synthetic,complete,1
2025-11,Growth,D,Distance warning band,Hold,3/3,pass,scenario,synthetic,complete,1
2025-11,Growth,D,Distance warning band,Wait Sell,1/3,hold,scenario,synthetic,complete,1
2025-11,Growth,E,Multi-horizon context,Buy,1/3,pass,scenario,synthetic,complete,1
2025-11,Growth,E,Multi-horizon context,Wait Sell,1/3,hold,scenario,synthetic,complete,1
2025-11,Growth,E,Multi-horizon context,Wait Sell,1/3,pass,scenario,synthetic,complete,1
2025-11,Income,A,Short-cycle structure,Hold,1/3,pass,scenario,synthetic,complete,1
2025-11,Income,A,Short-cycle structure,Hold,3/3,pass,scenario,synthetic,complete,1
2025-11,Income,A,Short-cycle structure,Sell,1/3,hold,scenario,synthetic,complete,1
2025-11,Income,B,Fast confirmation,Hold,2/3,hold,scenario,synthetic,complete,1
2025-11,Income,B,Fast confirmation,Wait Sell,3/3,hold,scenario,synthetic,complete,1
2025-11,Income,B,Fast confirmation,Warning Long,1/3,hold,scenario,synthetic,complete,1
2025-11,Income,C,Consistency cross-check,Hold,1/3,fail,scenario,synthetic,complete,1
2025-11,Income,C,Consistency cross-check,Hold,1/3,hold,scenario,synthetic,complete,1
2025-11,Income,C,Consistency cross-check,Sell,1/3,pass,scenario,synthetic,complete,1
2025-11,Income,D,Distance warning band,Hold,2/3,pass,scenario,synthetic,complete,1
2025-11,Income,D,Distance warning band,Wait Sell,1/3,hold,scenario,synthetic,complete,1
2025-11,Income,D,Distance warning band,Wait Sell,3/3,hold,scenario,synthetic,complete,1
2025-11,Income,E,Multi-horizon context,Buy,1/3,pass,scenario,synthetic,complete,1
2025-11,Income,E,Multi-horizon context,Buy,2/3,hold,scenario,synthetic,complete,1
2025-11,Income,E,Multi-horizon context,Wait Buy,3/3,fail,scenario,synthetic,complete,1
2025-12,Defensive,A,Short-cycle structure,Wait Sell,2/3,hold,scenario,synthetic,complete,1
2025-12,Defensive,A,Short-cycle structure,Wait Sell,3/3,fail,scenario,synthetic,complete,1
2025-12,Defensive,A,Short-cycle structure,Warning Short,1/3,hold,scenario,synthetic,complete,1
2025-12,Defensive,B,Fast confirmation,Hold,1/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,B,Fast confirmation,Wait Buy,1/3,hold,scenario,synthetic,complete,1
2025-12,Defensive,B,Fast confirmation,Warning Short,3/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,C,Consistency cross-check,Hold,2/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,C,Consistency cross-check,Sell,3/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,C,Consistency cross-check,Wait Buy,2/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,D,Distance warning band,Buy,2/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,D,Distance warning band,Warning Short,1/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,D,Distance warning band,Warning Short,3/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,E,Multi-horizon context,Hold,2/3,hold,scenario,synthetic,complete,1
2025-12,Defensive,E,Multi-horizon context,Hold,2/3,pass,scenario,synthetic,complete,1
2025-12,Defensive,E,Multi-horizon context,Wait Sell,3/3,hold,scenario,synthetic,complete,1
2025-12,Diversifier,A,Short-cycle structure,Hold,3/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,A,Short-cycle structure,Wait Buy,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,A,Short-cycle structure,Wait Sell,2/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,B,Fast confirmation,Buy,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,B,Fast confirmation,Buy,3/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,B,Fast confirmation,Warning Long,1/3,hold,scenario,synthetic,complete,1
2025-12,Diversifier,C,Consistency cross-check,Buy,2/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,C,Consistency cross-check,Sell,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,C,Consistency cross-check,Wait Buy,3/3,hold,scenario,synthetic,complete,1
2025-12,Diversifier,D,Distance warning band,Wait Sell,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,D,Distance warning band,Warning Long,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,D,Distance warning band,Warning Short,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,E,Multi-horizon context,Hold,1/3,pass,scenario,synthetic,complete,1
2025-12,Diversifier,E,Multi-horizon context,Wait Buy,3/3,fail,scenario,synthetic,complete,1
2025-12,Diversifier,E,Multi-horizon context,Warning Long,2/3,hold,scenario,synthetic,complete,1
2025-12,Growth,A,Short-cycle structure,Buy,1/3,hold,scenario,synthetic,complete,1
2025-12,Growth,A,Short-cycle structure,Hold,1/3,pass,scenario,synthetic,complete,1
2025-12,Growth,A,Short-cycle structure,Warning Long,2/3,pass,scenario,synthetic,complete,1
2025-12,Growth,B,Fast confirmation,Wait Buy,3/3,pass,scenario,synthetic,complete,1
2025-12,Growth,B,Fast confirmation,Wait Sell,2/3,hold,scenario,synthetic,complete,1
2025-12,Growth,B,Fast confirmation,Warning Long,1/3,pass,scenario,synthetic,complete,1
2025-12,Growth,C,Consistency cross-check,Warning Long,3/3,pass,scenario,synthetic,complete,1
2025-12,Growth,C,Consistency cross-check,Warning Short,2/3,pass,scenario,synthetic,complete,1
2025-12,Growth,C,Consistency cross-check,Warning Short,3/3,pass,scenario,synthetic,complete,1
2025-12,Growth,D,Distance warning band,Sell,1/3,pass,scenario,synthetic,complete,2
2025-12,Growth,D,Distance warning band,Wait Sell,2/3,pass,scenario,synthetic,complete,1
2025-12,Growth,E,Multi-horizon context,Hold,2/3,pass,scenario,synthetic,complete,1
2025-12,Growth,E,Multi-horizon context,Hold,3/3,hold,scenario,synthetic,complete,1
2025-12,Growth,E,Multi-horizon context,Warning Long,1/3,hold,scenario,synthetic,complete,1
2025-12,Income,A,Short-cycle structure,Hold,1/3,hold,scenario,synthetic,complete,1
2025-12,Income,A,Short-cycle structure,Hold,2/3,fail,scenario,synthetic,complete,1
2025-12,Income,A,Short-cycle structure,Warning Short,2/3,hold,scenario,synthetic,complete,1
2025-12,Income,B,Fast confirmation,Hold,1/3,fail,scenario,synthetic,complete,1
2025-12,Income,B,Fast confirmation,Wait Buy,1/3,hold,scenario,synthetic,complete,1
2025-12,Income,B,Fast confirmation,Warning Short,1/3,fail,scenario,synthetic,complete,1
2025-12,Income,C,Consistency cross-check,Buy,3/3,fail,scenario,synthetic,complete,1
2025-12,Income,C,Consistency cross-check,Buy,3/3,pass,scenario,synthetic,complete,1
2025-12,Income,C,Consistency cross-check,Hold,1/3,hold,scenario,synthetic,complete,1
2025-12,Income,D,Distance warning band,Buy,2/3,pass,scenario,synthetic,complete,1
2025-12,Income,D,Distance warning band,Wait Sell,3/3,pass,scenario,synthetic,complete,1
2025-12,Income,D,Distance warning band,Warning Long,2/3,fail,scenario,synthetic,complete,1
2025-12,Income,E,Multi-horizon context,Sell,3/3,pass,scenario,synthetic,complete,1
2025-12,Income,E,Multi-horizon context,Warning Long,1/3,pass,scenario,synthetic,complete,1
2025-12,Income,E,Multi-horizon context,Warning Short,1/3,pass,scenario,synthetic,complete,1
